"JesseThoughtOfMyTeamAndClientNames","HaiCat","The winner is JesseThoughtOfMyTeamAndClientNames"
"997","2","1"
"rock","14537209","rock","15315349","Tie"
"paper","4578973","rock","5021111","JesseThoughtOfMyTeamAndClientNames won"
"paper","4587849","rock","5027767","JesseThoughtOfMyTeamAndClientNames won"
"paper","4588085","rock","5035283","JesseThoughtOfMyTeamAndClientNames won"
"paper","5473091","rock","5748561","JesseThoughtOfMyTeamAndClientNames won"
"paper","4473305","rock","4526885","JesseThoughtOfMyTeamAndClientNames won"
"paper","4965545","rock","5433502","JesseThoughtOfMyTeamAndClientNames won"
"paper","8130725","rock","8185143","JesseThoughtOfMyTeamAndClientNames won"
"paper","4574499","rock","5011614","JesseThoughtOfMyTeamAndClientNames won"
"paper","4582495","rock","5031829","JesseThoughtOfMyTeamAndClientNames won"
"paper","3950450","rock","3993783","JesseThoughtOfMyTeamAndClientNames won"
"paper","7771249","rock","5656509","JesseThoughtOfMyTeamAndClientNames won"
"paper","6820511","rock","8737297","JesseThoughtOfMyTeamAndClientNames won"
"paper","6819180","rock","7239154","JesseThoughtOfMyTeamAndClientNames won"
"paper","11124228","rock","11376566","JesseThoughtOfMyTeamAndClientNames won"
"paper","4005719","rock","4430545","JesseThoughtOfMyTeamAndClientNames won"
"paper","4526867","rock","4963388","JesseThoughtOfMyTeamAndClientNames won"
"paper","4600460","rock","5047356","JesseThoughtOfMyTeamAndClientNames won"
"paper","4579669","rock","5021141","JesseThoughtOfMyTeamAndClientNames won"
"paper","4321098","rock","4762296","JesseThoughtOfMyTeamAndClientNames won"
"paper","4358723","rock","4802162","JesseThoughtOfMyTeamAndClientNames won"
"paper","4375192","rock","4826902","JesseThoughtOfMyTeamAndClientNames won"
"paper","4309714","rock","4759004","JesseThoughtOfMyTeamAndClientNames won"
"paper","4623231","rock","4356303","JesseThoughtOfMyTeamAndClientNames won"
"paper","3262546","rock","8521664","JesseThoughtOfMyTeamAndClientNames won"
"paper","4519781","rock","4963043","JesseThoughtOfMyTeamAndClientNames won"
"paper","4352824","rock","4791788","JesseThoughtOfMyTeamAndClientNames won"
"paper","5172082","rock","5237188","JesseThoughtOfMyTeamAndClientNames won"
"paper","4349316","rock","4794945","JesseThoughtOfMyTeamAndClientNames won"
"paper","4351696","rock","4799159","JesseThoughtOfMyTeamAndClientNames won"
"paper","3851333","rock","3898376","JesseThoughtOfMyTeamAndClientNames won"
"paper","5572971","rock","6025311","JesseThoughtOfMyTeamAndClientNames won"
"paper","3310996","rock","3755504","JesseThoughtOfMyTeamAndClientNames won"
"paper","5822136","rock","5550138","JesseThoughtOfMyTeamAndClientNames won"
"paper","4216270","rock","4659973","JesseThoughtOfMyTeamAndClientNames won"
"paper","4212797","rock","4674956","JesseThoughtOfMyTeamAndClientNames won"
"paper","5227334","rock","5291738","JesseThoughtOfMyTeamAndClientNames won"
"paper","4964877","rock","5030197","JesseThoughtOfMyTeamAndClientNames won"
"paper","4333985","rock","4781356","JesseThoughtOfMyTeamAndClientNames won"
"paper","14756487","rock","14823408","JesseThoughtOfMyTeamAndClientNames won"
"paper","6391846","rock","6830122","JesseThoughtOfMyTeamAndClientNames won"
"paper","3265076","rock","3711950","JesseThoughtOfMyTeamAndClientNames won"
"paper","4694371","rock","5146274","JesseThoughtOfMyTeamAndClientNames won"
"paper","4305898","rock","4759049","JesseThoughtOfMyTeamAndClientNames won"
"paper","11017707","rock","10739078","JesseThoughtOfMyTeamAndClientNames won"
"paper","3874433","rock","4344405","JesseThoughtOfMyTeamAndClientNames won"
"paper","6404336","rock","6849771","JesseThoughtOfMyTeamAndClientNames won"
"paper","5148094","rock","5211841","JesseThoughtOfMyTeamAndClientNames won"
"paper","4394272","rock","4850158","JesseThoughtOfMyTeamAndClientNames won"
"paper","4282537","rock","4734071","JesseThoughtOfMyTeamAndClientNames won"
"paper","4311705","rock","4753186","JesseThoughtOfMyTeamAndClientNames won"
"paper","4387286","rock","4845361","JesseThoughtOfMyTeamAndClientNames won"
"paper","4271554","rock","4710210","JesseThoughtOfMyTeamAndClientNames won"
"paper","5249259","rock","4406391","JesseThoughtOfMyTeamAndClientNames won"
"paper","3726892","rock","4169663","JesseThoughtOfMyTeamAndClientNames won"
"paper","4281642","rock","4730130","JesseThoughtOfMyTeamAndClientNames won"
"paper","4590287","rock","4324193","JesseThoughtOfMyTeamAndClientNames won"
"paper","4447636","rock","4900793","JesseThoughtOfMyTeamAndClientNames won"
"paper","4061407","rock","4508229","JesseThoughtOfMyTeamAndClientNames won"
"paper","3239195","rock","8670744","JesseThoughtOfMyTeamAndClientNames won"
"paper","4840352","rock","5281531","JesseThoughtOfMyTeamAndClientNames won"
"paper","6098366","rock","6669713","JesseThoughtOfMyTeamAndClientNames won"
"paper","6820358","rock","8551731","JesseThoughtOfMyTeamAndClientNames won"
"paper","3442266","rock","3194281","JesseThoughtOfMyTeamAndClientNames won"
"paper","4946479","rock","5366289","JesseThoughtOfMyTeamAndClientNames won"
"paper","4630040","rock","5052279","JesseThoughtOfMyTeamAndClientNames won"
"paper","4597866","rock","5036451","JesseThoughtOfMyTeamAndClientNames won"
"paper","2941411","rock","7082019","JesseThoughtOfMyTeamAndClientNames won"
"paper","4837243","rock","5282724","JesseThoughtOfMyTeamAndClientNames won"
"paper","5229626","rock","5284240","JesseThoughtOfMyTeamAndClientNames won"
"paper","8601274","rock","9079419","JesseThoughtOfMyTeamAndClientNames won"
"paper","4434471","rock","4875822","JesseThoughtOfMyTeamAndClientNames won"
"paper","5217802","rock","5272951","JesseThoughtOfMyTeamAndClientNames won"
"paper","4530734","rock","4981851","JesseThoughtOfMyTeamAndClientNames won"
"paper","7404911","rock","7458034","JesseThoughtOfMyTeamAndClientNames won"
"paper","8068990","rock","8016691","JesseThoughtOfMyTeamAndClientNames won"
"paper","4447964","rock","4886202","JesseThoughtOfMyTeamAndClientNames won"
"paper","4612264","rock","5058382","JesseThoughtOfMyTeamAndClientNames won"
"paper","3442703","rock","3887205","JesseThoughtOfMyTeamAndClientNames won"
"paper","4584788","rock","5031511","JesseThoughtOfMyTeamAndClientNames won"
"paper","3445938","rock","3884321","JesseThoughtOfMyTeamAndClientNames won"
"paper","7346110","rock","7399564","JesseThoughtOfMyTeamAndClientNames won"
"paper","6388900","rock","7015551","JesseThoughtOfMyTeamAndClientNames won"
"paper","4360568","rock","4992479","JesseThoughtOfMyTeamAndClientNames won"
"paper","4321593","rock","4956613","JesseThoughtOfMyTeamAndClientNames won"
"paper","4359298","rock","4997197","JesseThoughtOfMyTeamAndClientNames won"
"paper","4340874","rock","4977217","JesseThoughtOfMyTeamAndClientNames won"
"paper","3847667","rock","4501207","JesseThoughtOfMyTeamAndClientNames won"
"paper","4996304","rock","4736124","JesseThoughtOfMyTeamAndClientNames won"
"paper","4446126","rock","5086852","JesseThoughtOfMyTeamAndClientNames won"
"paper","4350170","rock","4983230","JesseThoughtOfMyTeamAndClientNames won"
"paper","5213831","rock","5269612","JesseThoughtOfMyTeamAndClientNames won"
"paper","4241525","rock","4884469","JesseThoughtOfMyTeamAndClientNames won"
"paper","4335842","rock","4973344","JesseThoughtOfMyTeamAndClientNames won"
"paper","4321436","rock","4951675","JesseThoughtOfMyTeamAndClientNames won"
"paper","4388056","rock","5008466","JesseThoughtOfMyTeamAndClientNames won"
"paper","4376317","rock","5013080","JesseThoughtOfMyTeamAndClientNames won"
"paper","4334840","rock","4976525","JesseThoughtOfMyTeamAndClientNames won"
"paper","8352961","rock","8990989","JesseThoughtOfMyTeamAndClientNames won"
"paper","4344821","rock","4984846","JesseThoughtOfMyTeamAndClientNames won"
"paper","5155963","rock","5211309","JesseThoughtOfMyTeamAndClientNames won"
"paper","4468999","rock","5274360","JesseThoughtOfMyTeamAndClientNames won"
"paper","3937382","rock","3674853","JesseThoughtOfMyTeamAndClientNames won"
"paper","4433205","rock","5067062","JesseThoughtOfMyTeamAndClientNames won"
"paper","12244227","rock","12521244","JesseThoughtOfMyTeamAndClientNames won"
"paper","4117934","rock","4729056","JesseThoughtOfMyTeamAndClientNames won"
"paper","4339483","rock","4942428","JesseThoughtOfMyTeamAndClientNames won"
"paper","5180708","rock","5234945","JesseThoughtOfMyTeamAndClientNames won"
"paper","3748542","rock","4402216","JesseThoughtOfMyTeamAndClientNames won"
"paper","4959995","rock","5565554","JesseThoughtOfMyTeamAndClientNames won"
"paper","4394403","rock","5005403","JesseThoughtOfMyTeamAndClientNames won"
"paper","7742206","rock","5950276","JesseThoughtOfMyTeamAndClientNames won"
"paper","7215510","rock","7274346","JesseThoughtOfMyTeamAndClientNames won"
"paper","2961516","rock","7282711","JesseThoughtOfMyTeamAndClientNames won"
"paper","4641791","rock","5253936","JesseThoughtOfMyTeamAndClientNames won"
"paper","4429578","rock","5028176","JesseThoughtOfMyTeamAndClientNames won"
"paper","4438587","rock","5053153","JesseThoughtOfMyTeamAndClientNames won"
"paper","4384442","rock","5055414","JesseThoughtOfMyTeamAndClientNames won"
"paper","4554319","rock","5174495","JesseThoughtOfMyTeamAndClientNames won"
"paper","4962050","rock","5018595","JesseThoughtOfMyTeamAndClientNames won"
"paper","4368358","rock","4986992","JesseThoughtOfMyTeamAndClientNames won"
"paper","4353385","rock","4996585","JesseThoughtOfMyTeamAndClientNames won"
"paper","4386332","rock","4827642","JesseThoughtOfMyTeamAndClientNames won"
"paper","4617199","rock","4823871","JesseThoughtOfMyTeamAndClientNames won"
"paper","4620157","rock","5061899","JesseThoughtOfMyTeamAndClientNames won"
"paper","4584312","rock","5017010","JesseThoughtOfMyTeamAndClientNames won"
"paper","4483904","rock","4925553","JesseThoughtOfMyTeamAndClientNames won"
"paper","4547112","rock","4988858","JesseThoughtOfMyTeamAndClientNames won"
"paper","3814099","rock","4260235","JesseThoughtOfMyTeamAndClientNames won"
"paper","5434983","rock","5899177","JesseThoughtOfMyTeamAndClientNames won"
"paper","4424977","rock","4850956","JesseThoughtOfMyTeamAndClientNames won"
"paper","5662596","rock","5828634","JesseThoughtOfMyTeamAndClientNames won"
"paper","4661614","rock","5112316","JesseThoughtOfMyTeamAndClientNames won"
"paper","6271089","rock","6716066","JesseThoughtOfMyTeamAndClientNames won"
"paper","13591319","rock","12857212","JesseThoughtOfMyTeamAndClientNames won"
"paper","3165512","rock","7333755","JesseThoughtOfMyTeamAndClientNames won"
"paper","4834655","rock","5279231","JesseThoughtOfMyTeamAndClientNames won"
"paper","4487063","rock","4922126","JesseThoughtOfMyTeamAndClientNames won"
"paper","4558830","rock","5113251","JesseThoughtOfMyTeamAndClientNames won"
"paper","4464118","rock","4889898","JesseThoughtOfMyTeamAndClientNames won"
"paper","5149605","rock","5204284","JesseThoughtOfMyTeamAndClientNames won"
"paper","4870007","rock","4438238","JesseThoughtOfMyTeamAndClientNames won"
"paper","4650025","rock","5060172","JesseThoughtOfMyTeamAndClientNames won"
"paper","4632799","rock","5049615","JesseThoughtOfMyTeamAndClientNames won"
"paper","3747314","rock","4167864","JesseThoughtOfMyTeamAndClientNames won"
"paper","6041086","rock","5990362","JesseThoughtOfMyTeamAndClientNames won"
"paper","4661620","rock","5078359","JesseThoughtOfMyTeamAndClientNames won"
"paper","4441028","rock","4873586","JesseThoughtOfMyTeamAndClientNames won"
"paper","4422011","rock","4845581","JesseThoughtOfMyTeamAndClientNames won"
"paper","4570844","rock","5008494","JesseThoughtOfMyTeamAndClientNames won"
"paper","4565502","rock","4975638","JesseThoughtOfMyTeamAndClientNames won"
"paper","5237391","rock","5287141","JesseThoughtOfMyTeamAndClientNames won"
"paper","4586901","rock","5004773","JesseThoughtOfMyTeamAndClientNames won"
"paper","5197632","rock","5248608","JesseThoughtOfMyTeamAndClientNames won"
"paper","4600676","rock","5037440","JesseThoughtOfMyTeamAndClientNames won"
"paper","4603698","rock","5037795","JesseThoughtOfMyTeamAndClientNames won"
"paper","3449268","rock","8675404","JesseThoughtOfMyTeamAndClientNames won"
"paper","4876834","rock","5324507","JesseThoughtOfMyTeamAndClientNames won"
"paper","4826550","rock","4561445","JesseThoughtOfMyTeamAndClientNames won"
"paper","4655846","rock","5098974","JesseThoughtOfMyTeamAndClientNames won"
"paper","4563921","rock","5009522","JesseThoughtOfMyTeamAndClientNames won"
"paper","8512941","rock","8873179","JesseThoughtOfMyTeamAndClientNames won"
"paper","4500292","rock","6229891","JesseThoughtOfMyTeamAndClientNames won"
"paper","3154453","rock","7044498","JesseThoughtOfMyTeamAndClientNames won"
"paper","6135339","rock","5881963","JesseThoughtOfMyTeamAndClientNames won"
"paper","3582324","rock","4013925","JesseThoughtOfMyTeamAndClientNames won"
"paper","3916336","rock","5754032","JesseThoughtOfMyTeamAndClientNames won"
"paper","8802833","rock","8435213","JesseThoughtOfMyTeamAndClientNames won"
"paper","5153556","rock","5196214","JesseThoughtOfMyTeamAndClientNames won"
"paper","4652075","rock","5088418","JesseThoughtOfMyTeamAndClientNames won"
"paper","4622010","rock","5050134","JesseThoughtOfMyTeamAndClientNames won"
"paper","4650344","rock","5072010","JesseThoughtOfMyTeamAndClientNames won"
"paper","3579698","rock","4012670","JesseThoughtOfMyTeamAndClientNames won"
"paper","5619419","rock","6046898","JesseThoughtOfMyTeamAndClientNames won"
"paper","4887352","rock","4658907","JesseThoughtOfMyTeamAndClientNames won"
"paper","4753343","rock","5162534","JesseThoughtOfMyTeamAndClientNames won"
"paper","4802136","rock","4567278","JesseThoughtOfMyTeamAndClientNames won"
"paper","4742552","rock","5151516","JesseThoughtOfMyTeamAndClientNames won"
"paper","6321206","rock","6070171","JesseThoughtOfMyTeamAndClientNames won"
"paper","5310624","rock","5721314","JesseThoughtOfMyTeamAndClientNames won"
"paper","4049061","rock","4453815","JesseThoughtOfMyTeamAndClientNames won"
"paper","4904371","rock","4677258","JesseThoughtOfMyTeamAndClientNames won"
"paper","13317302","rock","13361539","JesseThoughtOfMyTeamAndClientNames won"
"paper","5121296","rock","5161157","JesseThoughtOfMyTeamAndClientNames won"
"paper","4662979","rock","5057408","JesseThoughtOfMyTeamAndClientNames won"
"paper","4652844","rock","5053017","JesseThoughtOfMyTeamAndClientNames won"
"paper","4904081","rock","4676746","JesseThoughtOfMyTeamAndClientNames won"
"paper","4769676","rock","5174843","JesseThoughtOfMyTeamAndClientNames won"
"paper","3650532","rock","3609006","JesseThoughtOfMyTeamAndClientNames won"
"paper","6314060","rock","6720046","JesseThoughtOfMyTeamAndClientNames won"
"paper","4681684","rock","4440857","JesseThoughtOfMyTeamAndClientNames won"
"paper","5561557","rock","5603453","JesseThoughtOfMyTeamAndClientNames won"
"paper","4610311","rock","5034828","JesseThoughtOfMyTeamAndClientNames won"
"paper","11223889","rock","10758484","JesseThoughtOfMyTeamAndClientNames won"
"paper","3738747","rock","4159137","JesseThoughtOfMyTeamAndClientNames won"
"paper","4663387","rock","5073624","JesseThoughtOfMyTeamAndClientNames won"
"paper","4944616","rock","4744575","JesseThoughtOfMyTeamAndClientNames won"
"paper","5273006","rock","5231799","JesseThoughtOfMyTeamAndClientNames won"
"paper","4904456","rock","4664670","JesseThoughtOfMyTeamAndClientNames won"
"paper","4729772","rock","5143032","JesseThoughtOfMyTeamAndClientNames won"
"paper","3374695","rock","8368586","JesseThoughtOfMyTeamAndClientNames won"
"paper","5251129","rock","5692089","JesseThoughtOfMyTeamAndClientNames won"
"paper","5006858","rock","5048388","JesseThoughtOfMyTeamAndClientNames won"
"paper","4641960","rock","5042564","JesseThoughtOfMyTeamAndClientNames won"
"paper","4883304","rock","4659141","JesseThoughtOfMyTeamAndClientNames won"
"paper","3981065","rock","4383620","JesseThoughtOfMyTeamAndClientNames won"
"paper","3319353","rock","3728967","JesseThoughtOfMyTeamAndClientNames won"
"paper","6286765","rock","6240831","JesseThoughtOfMyTeamAndClientNames won"
"paper","4732054","rock","5130319","JesseThoughtOfMyTeamAndClientNames won"
"paper","4571354","rock","4972710","JesseThoughtOfMyTeamAndClientNames won"
"paper","4666076","rock","5078582","JesseThoughtOfMyTeamAndClientNames won"
"paper","6031542","rock","6596458","JesseThoughtOfMyTeamAndClientNames won"
"paper","3073147","rock","7689888","JesseThoughtOfMyTeamAndClientNames won"
"paper","4267631","rock","4669521","JesseThoughtOfMyTeamAndClientNames won"
"paper","4691816","rock","5090394","JesseThoughtOfMyTeamAndClientNames won"
"paper","4618005","rock","5020089","JesseThoughtOfMyTeamAndClientNames won"
"paper","4672772","rock","5101043","JesseThoughtOfMyTeamAndClientNames won"
"paper","4644006","rock","5070286","JesseThoughtOfMyTeamAndClientNames won"
"paper","13237487","rock","13282458","JesseThoughtOfMyTeamAndClientNames won"
"paper","4617975","rock","5023929","JesseThoughtOfMyTeamAndClientNames won"
"paper","4666041","rock","5093987","JesseThoughtOfMyTeamAndClientNames won"
"paper","4627967","rock","5034099","JesseThoughtOfMyTeamAndClientNames won"
"paper","4891297","rock","4663909","JesseThoughtOfMyTeamAndClientNames won"
"paper","12534058","rock","12288505","JesseThoughtOfMyTeamAndClientNames won"
"paper","4435544","rock","4837115","JesseThoughtOfMyTeamAndClientNames won"
"paper","4759549","rock","5156327","JesseThoughtOfMyTeamAndClientNames won"
"paper","4914814","rock","4691609","JesseThoughtOfMyTeamAndClientNames won"
"paper","4781378","rock","5177508","JesseThoughtOfMyTeamAndClientNames won"
"paper","4900632","rock","4674603","JesseThoughtOfMyTeamAndClientNames won"
"paper","5333313","rock","5376630","JesseThoughtOfMyTeamAndClientNames won"
"paper","4729000","rock","4913167","JesseThoughtOfMyTeamAndClientNames won"
"paper","4750854","rock","5150982","JesseThoughtOfMyTeamAndClientNames won"
"paper","4050493","rock","3799820","JesseThoughtOfMyTeamAndClientNames won"
"paper","3667174","rock","4091315","JesseThoughtOfMyTeamAndClientNames won"
"paper","6551395","rock","6956476","JesseThoughtOfMyTeamAndClientNames won"
"paper","4970252","rock","4725770","JesseThoughtOfMyTeamAndClientNames won"
"paper","5172548","rock","5213848","JesseThoughtOfMyTeamAndClientNames won"
"paper","4633979","rock","5050876","JesseThoughtOfMyTeamAndClientNames won"
"paper","5208061","rock","5250363","JesseThoughtOfMyTeamAndClientNames won"
"paper","4922485","rock","4684297","JesseThoughtOfMyTeamAndClientNames won"
"paper","4939875","rock","4705615","JesseThoughtOfMyTeamAndClientNames won"
"paper","4747150","rock","5151609","JesseThoughtOfMyTeamAndClientNames won"
"paper","4743515","rock","5065378","JesseThoughtOfMyTeamAndClientNames won"
"paper","5058338","rock","5486323","JesseThoughtOfMyTeamAndClientNames won"
"paper","4863077","rock","4635815","JesseThoughtOfMyTeamAndClientNames won"
"paper","4764868","rock","5280591","JesseThoughtOfMyTeamAndClientNames won"
"paper","8595242","rock","8824019","JesseThoughtOfMyTeamAndClientNames won"
"paper","4728034","rock","5131361","JesseThoughtOfMyTeamAndClientNames won"
"paper","4505350","rock","4905332","JesseThoughtOfMyTeamAndClientNames won"
"paper","4908422","rock","4676113","JesseThoughtOfMyTeamAndClientNames won"
"paper","5287689","rock","5329540","JesseThoughtOfMyTeamAndClientNames won"
"paper","4879948","rock","4659335","JesseThoughtOfMyTeamAndClientNames won"
"paper","3479815","rock","3232860","JesseThoughtOfMyTeamAndClientNames won"
"paper","5987361","rock","9256357","JesseThoughtOfMyTeamAndClientNames won"
"paper","3191722","rock","10059746","JesseThoughtOfMyTeamAndClientNames won"
"paper","5390884","rock","5793190","JesseThoughtOfMyTeamAndClientNames won"
"paper","4735542","rock","4919048","JesseThoughtOfMyTeamAndClientNames won"
"paper","4746924","rock","5150134","JesseThoughtOfMyTeamAndClientNames won"
"paper","4891510","rock","4667192","JesseThoughtOfMyTeamAndClientNames won"
"paper","5348253","rock","5391160","JesseThoughtOfMyTeamAndClientNames won"
"paper","4633225","rock","5052592","JesseThoughtOfMyTeamAndClientNames won"
"paper","6051956","rock","6615785","JesseThoughtOfMyTeamAndClientNames won"
"paper","3170958","rock","8363641","JesseThoughtOfMyTeamAndClientNames won"
"paper","3660311","rock","4063245","JesseThoughtOfMyTeamAndClientNames won"
"paper","4896825","rock","4664301","JesseThoughtOfMyTeamAndClientNames won"
"paper","3085289","rock","8025235","JesseThoughtOfMyTeamAndClientNames won"
"paper","5765251","rock","6182777","JesseThoughtOfMyTeamAndClientNames won"
"paper","4605243","rock","5005177","JesseThoughtOfMyTeamAndClientNames won"
"paper","4918657","rock","4691409","JesseThoughtOfMyTeamAndClientNames won"
"paper","4751058","rock","5149645","JesseThoughtOfMyTeamAndClientNames won"
"paper","4819763","rock","5224367","JesseThoughtOfMyTeamAndClientNames won"
"paper","3093822","rock","8681057","JesseThoughtOfMyTeamAndClientNames won"
"paper","4949327","rock","5347524","JesseThoughtOfMyTeamAndClientNames won"
"paper","4640241","rock","5040221","JesseThoughtOfMyTeamAndClientNames won"
"paper","4880886","rock","4653995","JesseThoughtOfMyTeamAndClientNames won"
"paper","4872001","rock","4648199","JesseThoughtOfMyTeamAndClientNames won"
"paper","4772617","rock","5169521","JesseThoughtOfMyTeamAndClientNames won"
"paper","3330764","rock","3733782","JesseThoughtOfMyTeamAndClientNames won"
"paper","3257323","rock","3657217","JesseThoughtOfMyTeamAndClientNames won"
"paper","3964900","rock","4007678","JesseThoughtOfMyTeamAndClientNames won"
"paper","4692599","rock","5091115","JesseThoughtOfMyTeamAndClientNames won"
"paper","4920258","rock","4691628","JesseThoughtOfMyTeamAndClientNames won"
