"Avalanch","JesseThoughtOfMyTeamAndClientNames","The winner is JesseThoughtOfMyTeamAndClientNames"
"2","997","1"
"rock","11897563","rock","11354681","Tie"
"rock","4369208","paper","4989568","JesseThoughtOfMyTeamAndClientNames won"
"rock","4381535","paper","4987865","JesseThoughtOfMyTeamAndClientNames won"
"rock","4392562","paper","5017592","JesseThoughtOfMyTeamAndClientNames won"
"rock","4384880","paper","4806769","JesseThoughtOfMyTeamAndClientNames won"
"rock","4797657","paper","5253237","JesseThoughtOfMyTeamAndClientNames won"
"rock","8275166","paper","7111843","JesseThoughtOfMyTeamAndClientNames won"
"rock","5148106","paper","7360715","JesseThoughtOfMyTeamAndClientNames won"
"rock","5106148","paper","5584567","JesseThoughtOfMyTeamAndClientNames won"
"rock","12812493","paper","13089724","JesseThoughtOfMyTeamAndClientNames won"
"rock","6645294","paper","6700083","JesseThoughtOfMyTeamAndClientNames won"
"rock","3338298","paper","3889354","JesseThoughtOfMyTeamAndClientNames won"
"rock","3524029","paper","3949660","JesseThoughtOfMyTeamAndClientNames won"
"rock","6421243","paper","6840231","JesseThoughtOfMyTeamAndClientNames won"
"rock","5308734","paper","5366780","JesseThoughtOfMyTeamAndClientNames won"
"rock","4276041","paper","4708299","JesseThoughtOfMyTeamAndClientNames won"
"rock","4475533","paper","4878977","JesseThoughtOfMyTeamAndClientNames won"
"rock","4651962","paper","5064330","JesseThoughtOfMyTeamAndClientNames won"
"rock","4435682","paper","4858745","JesseThoughtOfMyTeamAndClientNames won"
"rock","4606318","paper","5034663","JesseThoughtOfMyTeamAndClientNames won"
"rock","4442791","paper","4692233","JesseThoughtOfMyTeamAndClientNames won"
"rock","4817041","paper","5225194","JesseThoughtOfMyTeamAndClientNames won"
"rock","4616377","paper","5024570","JesseThoughtOfMyTeamAndClientNames won"
"rock","3737749","paper","4169670","JesseThoughtOfMyTeamAndClientNames won"
"rock","5441184","paper","5873744","JesseThoughtOfMyTeamAndClientNames won"
"rock","4597774","paper","5006230","JesseThoughtOfMyTeamAndClientNames won"
"rock","4621856","paper","5030900","JesseThoughtOfMyTeamAndClientNames won"
"rock","4545995","paper","4954242","JesseThoughtOfMyTeamAndClientNames won"
"rock","4623905","paper","5029526","JesseThoughtOfMyTeamAndClientNames won"
"rock","4598394","paper","5010924","JesseThoughtOfMyTeamAndClientNames won"
"rock","4542886","paper","4987824","JesseThoughtOfMyTeamAndClientNames won"
"rock","7726733","paper","8004109","JesseThoughtOfMyTeamAndClientNames won"
"rock","3550413","paper","3987970","JesseThoughtOfMyTeamAndClientNames won"
"rock","4561822","paper","5005313","JesseThoughtOfMyTeamAndClientNames won"
"rock","4568302","paper","5004399","JesseThoughtOfMyTeamAndClientNames won"
"rock","3662611","paper","4117706","JesseThoughtOfMyTeamAndClientNames won"
"rock","5416611","paper","7255166","JesseThoughtOfMyTeamAndClientNames won"
"rock","8174899","paper","8722202","JesseThoughtOfMyTeamAndClientNames won"
"rock","3293471","paper","3700359","JesseThoughtOfMyTeamAndClientNames won"
"rock","12832534","paper","13091868","JesseThoughtOfMyTeamAndClientNames won"
"rock","6407902","paper","6455916","JesseThoughtOfMyTeamAndClientNames won"
"rock","6331442","paper","6387772","JesseThoughtOfMyTeamAndClientNames won"
"rock","6249491","paper","6208914","JesseThoughtOfMyTeamAndClientNames won"
"rock","4531717","paper","4956440","JesseThoughtOfMyTeamAndClientNames won"
"rock","4820776","paper","5259467","JesseThoughtOfMyTeamAndClientNames won"
"rock","4453755","paper","4874128","JesseThoughtOfMyTeamAndClientNames won"
"rock","4640844","paper","5052155","JesseThoughtOfMyTeamAndClientNames won"
"rock","4659637","paper","5085712","JesseThoughtOfMyTeamAndClientNames won"
"rock","4627054","paper","5032329","JesseThoughtOfMyTeamAndClientNames won"
"rock","4668475","paper","5068575","JesseThoughtOfMyTeamAndClientNames won"
"rock","4923150","paper","4693610","JesseThoughtOfMyTeamAndClientNames won"
"rock","4779400","paper","5198538","JesseThoughtOfMyTeamAndClientNames won"
"rock","8976120","paper","8786857","JesseThoughtOfMyTeamAndClientNames won"
"rock","4651331","paper","4691911","JesseThoughtOfMyTeamAndClientNames won"
"rock","5178385","paper","5218039","JesseThoughtOfMyTeamAndClientNames won"
"rock","4720904","paper","4917657","JesseThoughtOfMyTeamAndClientNames won"
"rock","4698977","paper","5093455","JesseThoughtOfMyTeamAndClientNames won"
"rock","4670873","paper","5068991","JesseThoughtOfMyTeamAndClientNames won"
"rock","4757815","paper","4941204","JesseThoughtOfMyTeamAndClientNames won"
"rock","4747777","paper","5152788","JesseThoughtOfMyTeamAndClientNames won"
"rock","4633921","paper","5036619","JesseThoughtOfMyTeamAndClientNames won"
"rock","4763224","paper","4957097","JesseThoughtOfMyTeamAndClientNames won"
"rock","3887167","paper","3845330","JesseThoughtOfMyTeamAndClientNames won"
"rock","4634908","paper","5070085","JesseThoughtOfMyTeamAndClientNames won"
"rock","5904258","paper","6310018","JesseThoughtOfMyTeamAndClientNames won"
"rock","4917227","paper","4688661","JesseThoughtOfMyTeamAndClientNames won"
"rock","13015796","paper","12755507","JesseThoughtOfMyTeamAndClientNames won"
"rock","4549729","paper","4968584","JesseThoughtOfMyTeamAndClientNames won"
"rock","15740498","paper","15452927","JesseThoughtOfMyTeamAndClientNames won"
"rock","5652474","paper","6066903","JesseThoughtOfMyTeamAndClientNames won"
"rock","5247311","paper","5201597","JesseThoughtOfMyTeamAndClientNames won"
"rock","4639121","paper","5189709","JesseThoughtOfMyTeamAndClientNames won"
"rock","4407891","paper","4825235","JesseThoughtOfMyTeamAndClientNames won"
"rock","4552582","paper","4955295","JesseThoughtOfMyTeamAndClientNames won"
"rock","4666346","paper","5081251","JesseThoughtOfMyTeamAndClientNames won"
"rock","4707578","paper","5154131","JesseThoughtOfMyTeamAndClientNames won"
"rock","4535904","paper","4970154","JesseThoughtOfMyTeamAndClientNames won"
"rock","4716050","paper","4466336","JesseThoughtOfMyTeamAndClientNames won"
"rock","4625522","paper","5033160","JesseThoughtOfMyTeamAndClientNames won"
"rock","3582417","paper","4000249","JesseThoughtOfMyTeamAndClientNames won"
"rock","5711647","paper","6108056","JesseThoughtOfMyTeamAndClientNames won"
"rock","4953585","paper","4716156","JesseThoughtOfMyTeamAndClientNames won"
"rock","4432557","paper","4839656","JesseThoughtOfMyTeamAndClientNames won"
"rock","4591245","paper","4982460","JesseThoughtOfMyTeamAndClientNames won"
"rock","4913190","paper","4682215","JesseThoughtOfMyTeamAndClientNames won"
"rock","4766002","paper","5175447","JesseThoughtOfMyTeamAndClientNames won"
"rock","4652267","paper","6473436","JesseThoughtOfMyTeamAndClientNames won"
"rock","4417704","paper","7100384","JesseThoughtOfMyTeamAndClientNames won"
"rock","4513429","paper","4914261","JesseThoughtOfMyTeamAndClientNames won"
"rock","4629693","paper","5024586","JesseThoughtOfMyTeamAndClientNames won"
"rock","4908926","paper","4677483","JesseThoughtOfMyTeamAndClientNames won"
"rock","5349858","paper","5392229","JesseThoughtOfMyTeamAndClientNames won"
"rock","4505579","paper","4925299","JesseThoughtOfMyTeamAndClientNames won"
"rock","3602918","paper","4020540","JesseThoughtOfMyTeamAndClientNames won"
"rock","5750447","paper","6182914","JesseThoughtOfMyTeamAndClientNames won"
"rock","4525944","paper","4936970","JesseThoughtOfMyTeamAndClientNames won"
"rock","5219277","paper","5180879","JesseThoughtOfMyTeamAndClientNames won"
"rock","5061712","paper","5101685","JesseThoughtOfMyTeamAndClientNames won"
"rock","4586267","paper","4325767","JesseThoughtOfMyTeamAndClientNames won"
"rock","6259402","paper","6674872","JesseThoughtOfMyTeamAndClientNames won"
"rock","4614657","paper","5015366","JesseThoughtOfMyTeamAndClientNames won"
"rock","4892247","paper","4660236","JesseThoughtOfMyTeamAndClientNames won"
"rock","4751581","paper","5157919","JesseThoughtOfMyTeamAndClientNames won"
"rock","4286461","paper","4712052","JesseThoughtOfMyTeamAndClientNames won"
"rock","5560588","paper","5601139","JesseThoughtOfMyTeamAndClientNames won"
"rock","3677775","paper","3430181","JesseThoughtOfMyTeamAndClientNames won"
"rock","5965975","paper","6365533","JesseThoughtOfMyTeamAndClientNames won"
"rock","4660020","paper","5079935","JesseThoughtOfMyTeamAndClientNames won"
"rock","4650830","paper","5059526","JesseThoughtOfMyTeamAndClientNames won"
"rock","4651434","paper","5059418","JesseThoughtOfMyTeamAndClientNames won"
"rock","5256272","paper","5296906","JesseThoughtOfMyTeamAndClientNames won"
"rock","4641830","paper","5055225","JesseThoughtOfMyTeamAndClientNames won"
"rock","3376957","paper","8648388","JesseThoughtOfMyTeamAndClientNames won"
"rock","5064152","paper","5474343","JesseThoughtOfMyTeamAndClientNames won"
"rock","4667094","paper","5072610","JesseThoughtOfMyTeamAndClientNames won"
"rock","4648586","paper","5046302","JesseThoughtOfMyTeamAndClientNames won"
"rock","4903374","paper","4673526","JesseThoughtOfMyTeamAndClientNames won"
"rock","4778477","paper","5203709","JesseThoughtOfMyTeamAndClientNames won"
"rock","4972227","paper","5015024","JesseThoughtOfMyTeamAndClientNames won"
"rock","8877999","paper","8642235","JesseThoughtOfMyTeamAndClientNames won"
"rock","4763142","paper","5164647","JesseThoughtOfMyTeamAndClientNames won"
"rock","4887299","paper","4661425","JesseThoughtOfMyTeamAndClientNames won"
"rock","4761941","paper","5165083","JesseThoughtOfMyTeamAndClientNames won"
"rock","4990328","paper","4753249","JesseThoughtOfMyTeamAndClientNames won"
"rock","4389511","paper","4797206","JesseThoughtOfMyTeamAndClientNames won"
"rock","3419284","paper","3183479","JesseThoughtOfMyTeamAndClientNames won"
"rock","4028272","paper","5520267","JesseThoughtOfMyTeamAndClientNames won"
"rock","4888323","paper","5321277","JesseThoughtOfMyTeamAndClientNames won"
"rock","4647545","paper","5117250","JesseThoughtOfMyTeamAndClientNames won"
"rock","5340275","paper","5094689","JesseThoughtOfMyTeamAndClientNames won"
"rock","4736526","paper","4777806","JesseThoughtOfMyTeamAndClientNames won"
"rock","4981256","paper","4738735","JesseThoughtOfMyTeamAndClientNames won"
"rock","4628409","paper","5024789","JesseThoughtOfMyTeamAndClientNames won"
"rock","5107048","paper","5147556","JesseThoughtOfMyTeamAndClientNames won"
"rock","5478627","paper","5439465","JesseThoughtOfMyTeamAndClientNames won"
"rock","4461349","paper","4865007","JesseThoughtOfMyTeamAndClientNames won"
"rock","4661633","paper","6492788","JesseThoughtOfMyTeamAndClientNames won"
"rock","8598473","paper","8878463","JesseThoughtOfMyTeamAndClientNames won"
"rock","11110405","paper","11540391","JesseThoughtOfMyTeamAndClientNames won"
"rock","4559757","paper","4955691","JesseThoughtOfMyTeamAndClientNames won"
"rock","4910437","paper","4679292","JesseThoughtOfMyTeamAndClientNames won"
"rock","4763279","paper","5190115","JesseThoughtOfMyTeamAndClientNames won"
"rock","3751922","paper","4181823","JesseThoughtOfMyTeamAndClientNames won"
"rock","4461542","paper","4867416","JesseThoughtOfMyTeamAndClientNames won"
"rock","4670355","paper","5085256","JesseThoughtOfMyTeamAndClientNames won"
"rock","6132116","paper","6174552","JesseThoughtOfMyTeamAndClientNames won"
"rock","5250703","paper","5208024","JesseThoughtOfMyTeamAndClientNames won"
"rock","4536096","paper","4936063","JesseThoughtOfMyTeamAndClientNames won"
"rock","4542066","paper","4948187","JesseThoughtOfMyTeamAndClientNames won"
"rock","4636657","paper","5157881","JesseThoughtOfMyTeamAndClientNames won"
"rock","4567816","paper","4966560","JesseThoughtOfMyTeamAndClientNames won"
"rock","4525032","paper","4920354","JesseThoughtOfMyTeamAndClientNames won"
"rock","4938740","paper","4760747","JesseThoughtOfMyTeamAndClientNames won"
"rock","4706900","paper","5102027","JesseThoughtOfMyTeamAndClientNames won"
"rock","5238845","paper","5199125","JesseThoughtOfMyTeamAndClientNames won"
"rock","3777773","paper","4177918","JesseThoughtOfMyTeamAndClientNames won"
"rock","5577838","paper","5974215","JesseThoughtOfMyTeamAndClientNames won"
